run_name,memory_provider,mode,query_id,sample_id,qa_index,category,answer_correct,question,gold_answer,gold_evidence_ids,gold_evidence_count,lookup_relevant,retrieved_memory_blocks,retrieved_dia_id_count,any_hit_all_context,all_hit_all_context,first_gold_memory_block_rank,any_hit_at_1,all_hit_at_1,any_hit_at_5,all_hit_at_5,any_hit_at_10,all_hit_at_10,any_hit_at_20,all_hit_at_20,any_hit_at_50,all_hit_at_50,any_hit_at_200,all_hit_at_200
locomo-hindsight,hindsight,rag,conv-26_q38,conv-26,38,1,True,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking",D1:18 D3:14 D6:4 D8:4 D8:6 D9:1,6,True,47,419,True,True,3,False,False,True,False,True,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q39,conv-26,39,1,True,In what ways is Caroline participating in the LGBTQ community?,"Joining activist group, going to pride parades, participating in an art show, mentoring program",D10:3 D5:1 D9:12 D9:2,4,True,47,419,True,True,7,False,False,False,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q40,conv-26,40,1,False,How many times has Melanie gone to the beach in 2023?,2,D10:8 D6:16,2,True,47,419,True,True,13,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q41,conv-26,41,2,True,When did Caroline join a new activist group?,The Tuesday before 20 July 2023,D10:3,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q42,conv-26,42,3,True,Would Melanie be more interested in going to a national park or a theme park?,National park; she likes the outdoors,D10:12 D10:14,2,True,47,419,True,True,9,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q43,conv-26,43,1,True,What kind of art does Caroline make?,abstract art,D11:12 D11:8 D9:14,3,True,47,419,True,True,2,False,False,True,False,True,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q44,conv-26,44,2,True,When is Melanie's daughter's birthday?,13 August,D11:1,1,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q45,conv-26,45,2,True,When did Caroline attend a pride parade in August?,The Friday before 14 August 2023,D11:4,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q46,conv-26,46,3,True,Would Melanie be considered an ally to the transgender community?,"Yes, she is supportive",,0,False,47,419,False,True,,False,True,False,True,False,True,False,True,False,True,False,True
locomo-hindsight,hindsight,rag,conv-26_q47,conv-26,47,1,True,Who supports Caroline when she has a negative experience?,"Her mentors, family, and friends",D12:1 D3:11,2,True,47,419,True,True,1,True,False,True,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q48,conv-26,48,1,True,What types of pottery have Melanie and her kids made?,"bowls, cup",D12:14 D5:6 D8:4,3,True,47,419,True,True,5,False,False,True,False,True,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q49,conv-26,49,2,True,When did Caroline and Melanie go to a pride fesetival together?,2022,D12:15,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q50,conv-26,50,3,True,What would Caroline's political leaning likely be?,Liberal,D12:1,1,True,47,419,True,True,32,False,False,False,False,False,False,False,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q51,conv-26,51,1,True,What has Melanie painted?,"Horse, sunset, sunrise",D13:8 D1:12 D8:6,3,True,47,419,True,True,1,True,False,True,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q52,conv-26,52,1,True,What are Melanie's pets' names?,"Oliver, Luna, Bailey",D13:4 D7:18,2,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q53,conv-26,53,2,True,When did Caroline apply to adoption agencies?,The week of 23 August 2023,D13:1,1,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q54,conv-26,54,2,True,When did Caroline draw a self-portrait?,The week before 23 August 2023,D13:11,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q55,conv-26,55,1,True,What subject have Caroline and Melanie both painted?,Sunsets,D14:5 D8:6,2,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q56,conv-26,56,1,False,What symbols are important to Caroline?,"Rainbow flag, transgender symbol",D14:15 D4:1,2,True,47,419,True,True,5,False,False,True,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q57,conv-26,57,2,True,When did Caroline encounter people on a hike and have a negative experience?,The week before 25 August 2023,D14:1,1,True,47,419,True,True,9,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q58,conv-26,58,2,True,When did Melanie make a plate in pottery class?,24 August 2023,D14:4,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q59,conv-26,59,3,False,Would Caroline be considered religious?,"Somewhat, but not extremely religious",D12:1 D14:19,2,True,47,419,True,True,5,False,False,True,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q60,conv-26,60,1,True,What instruments does Melanie play?,clarinet and violin,D15:26 D2:5,2,True,47,419,True,True,13,False,False,False,False,False,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q61,conv-26,61,1,True,What musical artists/bands has Melanie seen?,"Summer Sounds, Matt Patterson",D11:3 D15:16,2,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q62,conv-26,62,2,True,When did Melanie go to the park?,27 August 2023,D15:2,1,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q63,conv-26,63,2,True,When is Caroline's youth center putting on a talent show?,September 2023,D15:11,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q64,conv-26,64,3,True,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",Yes; it's classical music,D15:28,1,True,47,419,True,True,17,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q65,conv-26,65,1,True,What are some changes Caroline has faced during her transition journey?,"Changes to her body, losing unsupportive friends",D11:14 D16:15,2,True,47,419,True,True,1,True,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q66,conv-26,66,1,False,What does Melanie do with her family on hikes?,"Roast marshmallows, tell stories",D10:12 D16:4,2,True,47,419,True,True,1,True,False,True,False,True,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q67,conv-26,67,2,True,When did Caroline go biking with friends?,The weekend before 13 September 2023,D16:1,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q68,conv-26,68,2,True,How long has Melanie been practicing art?,Since 2016,D16:8,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q69,conv-26,69,3,True,What personality traits might Melanie say Caroline has?,"Thoughtful, authentic, driven",D13:16 D16:18 D7:4,3,True,47,419,True,True,8,False,False,False,False,True,False,True,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q70,conv-26,70,1,True,What transgender-specific events has Caroline attended?,"Poetry reading, conference",D15:13 D17:19,2,True,47,419,True,True,9,False,False,False,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q71,conv-26,71,1,True,What book did Melanie read from Caroline's suggestion?,"""Becoming Nicole""",D17:10 D7:11,2,True,47,419,True,True,10,False,False,False,False,True,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q72,conv-26,72,2,True,When did Melanie's friend adopt a child?,2022,D17:3,1,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q73,conv-26,73,2,True,When did Melanie get hurt?,September 2023,D17:8,1,True,47,419,True,True,35,False,False,False,False,False,False,False,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q74,conv-26,74,2,True,When did Melanie's family go on a roadtrip?,The weekend before 20 October 2023,D18:1,1,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q75,conv-26,75,1,True,How many children does Melanie have?,3,D18:1 D18:7,2,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q76,conv-26,76,1,True,When did Melanie go on a hike after the roadtrip?,19 October 2023,D18:17,1,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q77,conv-26,77,3,False,Would Melanie go on another roadtrip soon?,Likely no; since this one went badly,D18:1 D18:3,2,True,47,419,True,True,14,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q78,conv-26,78,1,True,What items has Melanie bought?,"Figurines, shoes",D19:2 D7:18,2,True,47,419,True,True,13,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q79,conv-26,79,2,True,When did Caroline pass the adoption interview?,The Friday before 22 October 2023,D19:1,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q80,conv-26,80,2,True,When did Melanie buy the figurines?,21 October 2023,D19:2,1,True,47,419,True,True,15,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q81,conv-26,81,3,True,Would Caroline want to move back to her home country soon?,No; she's in the process of adopting children.,D19:1 D19:3,2,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q82,conv-26,82,4,True,What did the charity race raise awareness for?,mental health,D2:2,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q83,conv-26,83,4,True,What did Melanie realize after the charity race?,self-care is important,D2:3,1,True,47,419,True,True,4,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q84,conv-26,84,4,True,How does Melanie prioritize self-care?,"by carving out some me-time each day for activities like running, reading, or playing the violin",D2:5,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q85,conv-26,85,4,False,What are Caroline's plans for the summer?,researching adoption agencies,D2:8,1,True,47,419,True,True,9,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q86,conv-26,86,4,True,What type of individuals does the adoption agency Caroline is considering support?,LGBTQ+ individuals,D2:12,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q87,conv-26,87,4,True,Why did Caroline choose the adoption agency?,because of their inclusivity and support for LGBTQ+ individuals,D2:12,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q88,conv-26,88,4,True,What is Caroline excited about in the adoption process?,creating a family for kids who need one,D2:14,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q89,conv-26,89,4,True,What does Melanie think about Caroline's decision to adopt?,she thinks Caroline is doing something amazing and will be an awesome mom,D2:15,1,True,47,419,True,True,3,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q90,conv-26,90,4,True,How long have Mel and her husband been married?,Mel and her husband have been married for 5 years.,D3:16,1,True,47,419,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q91,conv-26,91,4,True,What does Caroline's necklace symbolize?,"love, faith, and strength",D4:3,1,True,47,419,True,True,4,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q92,conv-26,92,4,True,What country is Caroline's grandma from?,Sweden,D4:3,1,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q93,conv-26,93,4,True,What was grandma's gift to Caroline?,necklace,D4:3,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q94,conv-26,94,4,True,What is Melanie's hand-painted bowl a reminder of?,art and self-expression,D4:5,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q95,conv-26,95,4,True,What did Melanie and her family do while camping?,"explored nature, roasted marshmallows, and went on a hike",D4:8,1,True,47,419,True,True,15,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q96,conv-26,96,4,True,What kind of counseling and mental health services is Caroline interested in pursuing?,"working with trans people, helping them accept themselves and supporting their mental health",D4:13,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q97,conv-26,97,4,True,What workshop did Caroline attend recently?,LGBTQ+ counseling workshop,D4:13,1,True,47,419,True,True,14,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q98,conv-26,98,4,True,What was discussed in the LGBTQ+ counseling workshop?,therapeutic methods and how to best work with trans people,D4:13,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q99,conv-26,99,4,True,What motivated Caroline to pursue counseling?,"her own journey and the support she received, and how counseling improved her life",D4:15,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q100,conv-26,100,4,True,What kind of place does Caroline want to create for people?,a safe and inviting place for people to grow,D4:15,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q101,conv-26,101,4,True,Did Melanie make the black and white bowl in the photo?,Yes,D5:8,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q102,conv-26,102,4,True,What kind of books does Caroline have in her library?,"kids' books - classics, stories from different cultures, educational books",D6:9,1,True,47,419,True,True,8,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q103,conv-26,103,4,True,What was Melanie's favorite book from her childhood?,"""Charlotte's Web""",D6:10,1,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q104,conv-26,104,4,True,What book did Caroline recommend to Melanie?,"""Becoming Nicole""",D7:11,1,True,47,419,True,True,26,False,False,False,False,False,False,False,False,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q105,conv-26,105,4,True,"What did Caroline take away from the book ""Becoming Nicole""?",Lessons on self-acceptance and finding support,D7:13,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q106,conv-26,106,4,True,What are the new shoes that Melanie got used for?,Running,D7:19,1,True,47,419,True,True,10,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q107,conv-26,107,4,True,What is Melanie's reason for getting into running?,To de-stress and clear her mind,D7:21,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q108,conv-26,108,4,True,What does Melanie say running has been great for?,Her mental health,D7:24,1,True,47,419,True,True,11,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q109,conv-26,109,4,True,What did Mel and her kids make during the pottery workshop?,pots,D8:2,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q110,conv-26,110,4,True,What kind of pot did Mel and her kids make with clay?,a cup with a dog face on it,D8:4,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q111,conv-26,111,4,True,What creative project do Mel and her kids do together besides pottery?,painting,D8:5,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q112,conv-26,112,4,False,What did Mel and her kids paint in their latest project in July 2023?,a sunset with a palm tree,D8:6,1,True,47,419,True,True,2,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q113,conv-26,113,4,True,What did Caroline see at the council meeting for adoption?,many people wanting to create loving homes for children in need,D8:9,1,True,47,419,True,True,6,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q114,conv-26,114,4,True,What do sunflowers represent according to Caroline?,warmth and happiness,D8:11,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q115,conv-26,115,4,True,Why are flowers important to Melanie?,They remind her to appreciate the small moments and were a part of her wedding decor,D8:12,1,True,47,419,True,True,4,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q116,conv-26,116,4,True,What inspired Caroline's painting for the art show?,visiting an LGBTQ center and wanting to capture unity and strength,D9:16,1,True,47,419,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q117,conv-26,117,4,True,How often does Melanie go to the beach with her kids?,once or twice a year,D10:10,1,True,47,419,True,True,14,False,False,False,False,False,False,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q118,conv-26,118,4,True,What did Melanie and her family see during their camping trip last year?,Perseid meteor shower,D10:14,1,True,47,419,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q119,conv-26,119,4,True,How did Melanie feel while watching the meteor shower?,in awe of the universe,D10:18,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q120,conv-26,120,4,True,Whose birthday did Melanie celebrate recently?,Melanie's daughter,D11:1,1,True,47,419,True,True,5,False,False,True,True,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q121,conv-26,121,4,True,Who performed at the concert at Melanie's daughter's birthday?,Matt Patterson,D11:3,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
locomo-hindsight,hindsight,rag,conv-26_q122,conv-26,122,4,True,Why did Melanie choose to use colors and patterns in her pottery project?,She wanted to catch the eye and make people smile.,D12:6,1,True,47,419,True,True,7,False,False,False,False,True,True,True,True,True,True,True,True
