family,scenario_id,question_id,relevant_canonical_id,extracted_canonical_ids,qr_canon_exact_hit,qr_canon_normalized_hit,row_canonicalization_b_cubed_f1
forced_contradiction,forced_contradiction_011,forced_contradiction_011-question-before,world-fact-orchid-forge-acquisition-status,world-fact-forge-orchid-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_011,forced_contradiction_011-question-after,world-fact-orchid-forge-acquisition-status,world-fact-forge-orchid-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_012,forced_contradiction_012-question-before,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_012,forced_contradiction_012-question-after,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_013,forced_contradiction_013-question-before,world-fact-orchid-forge-acquisition-status,world-fact-orchid-forge-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_013,forced_contradiction_013-question-after,world-fact-orchid-forge-acquisition-status,world-fact-orchid-forge-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_014,forced_contradiction_014-question-before,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_014,forced_contradiction_014-question-after,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_015,forced_contradiction_015-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_015,forced_contradiction_015-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_016,forced_contradiction_016-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_016,forced_contradiction_016-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_017,forced_contradiction_017-question-before,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_017,forced_contradiction_017-question-after,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_018,forced_contradiction_018-question-before,world-fact-orchid-forge-acquisition-status,world-fact-orchid-forge-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_018,forced_contradiction_018-question-after,world-fact-orchid-forge-acquisition-status,world-fact-orchid-forge-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_019,forced_contradiction_019-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_019,forced_contradiction_019-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_020,forced_contradiction_020-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_020,forced_contradiction_020-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_021,forced_contradiction_021-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_021,forced_contradiction_021-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_022,forced_contradiction_022-question-before,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_022,forced_contradiction_022-question-after,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_023,forced_contradiction_023-question-before,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_023,forced_contradiction_023-question-after,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_024,forced_contradiction_024-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_024,forced_contradiction_024-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_025,forced_contradiction_025-question-before,world-fact-orchid-forge-acquisition-status,world-fact-forge-orchid-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_025,forced_contradiction_025-question-after,world-fact-orchid-forge-acquisition-status,world-fact-forge-orchid-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_026,forced_contradiction_026-question-before,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_026,forced_contradiction_026-question-after,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_027,forced_contradiction_027-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_027,forced_contradiction_027-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_028,forced_contradiction_028-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_028,forced_contradiction_028-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_029,forced_contradiction_029-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_029,forced_contradiction_029-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_030,forced_contradiction_030-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_030,forced_contradiction_030-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_031,forced_contradiction_031-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_031,forced_contradiction_031-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_032,forced_contradiction_032-question-before,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_032,forced_contradiction_032-question-after,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_033,forced_contradiction_033-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_033,forced_contradiction_033-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_034,forced_contradiction_034-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_034,forced_contradiction_034-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_035,forced_contradiction_035-question-before,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_035,forced_contradiction_035-question-after,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_036,forced_contradiction_036-question-before,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_036,forced_contradiction_036-question-after,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_037,forced_contradiction_037-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-pioneer-lattice-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_037,forced_contradiction_037-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-pioneer-lattice-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_038,forced_contradiction_038-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_038,forced_contradiction_038-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_039,forced_contradiction_039-question-before,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_039,forced_contradiction_039-question-after,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_040,forced_contradiction_040-question-before,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_040,forced_contradiction_040-question-after,world-fact-crest-bluejay-acquisition-status,world-fact-crest-bluejay-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_041,forced_contradiction_041-question-before,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_041,forced_contradiction_041-question-after,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_042,forced_contradiction_042-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_042,forced_contradiction_042-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_043,forced_contradiction_043-question-before,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_043,forced_contradiction_043-question-after,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_044,forced_contradiction_044-question-before,world-fact-helios-summit-acquisition-status,world-fact-helios-summit-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_044,forced_contradiction_044-question-after,world-fact-helios-summit-acquisition-status,world-fact-helios-summit-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_045,forced_contradiction_045-question-before,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_045,forced_contradiction_045-question-after,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_046,forced_contradiction_046-question-before,world-fact-helios-summit-acquisition-status,world-fact-helios-summit-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_046,forced_contradiction_046-question-after,world-fact-helios-summit-acquisition-status,world-fact-helios-summit-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_047,forced_contradiction_047-question-before,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_047,forced_contradiction_047-question-after,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_048,forced_contradiction_048-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-harbor-vertex-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_048,forced_contradiction_048-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-harbor-vertex-acquisition-status,0,1,1.0000000000
forced_contradiction,forced_contradiction_049,forced_contradiction_049-question-before,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_049,forced_contradiction_049-question-after,world-fact-lattice-pioneer-acquisition-status,world-fact-lattice-pioneer-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_050,forced_contradiction_050-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_050,forced_contradiction_050-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_051,forced_contradiction_051-question-before,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_051,forced_contradiction_051-question-after,world-fact-granite-skylark-acquisition-status,world-fact-granite-skylark-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_052,forced_contradiction_052-question-before,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_052,forced_contradiction_052-question-after,world-fact-aster-keystone-acquisition-status,world-fact-aster-keystone-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_053,forced_contradiction_053-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_053,forced_contradiction_053-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_054,forced_contradiction_054-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_054,forced_contradiction_054-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_055,forced_contradiction_055-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_055,forced_contradiction_055-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_056,forced_contradiction_056-question-before,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_056,forced_contradiction_056-question-after,world-fact-acme-northstar-acquisition-status,world-fact-acme-northstar-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_057,forced_contradiction_057-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_057,forced_contradiction_057-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_058,forced_contradiction_058-question-before,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_058,forced_contradiction_058-question-after,world-fact-vertex-harbor-acquisition-status,world-fact-vertex-harbor-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_059,forced_contradiction_059-question-before,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_059,forced_contradiction_059-question-after,world-fact-brightline-redwood-acquisition-status,world-fact-brightline-redwood-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_060,forced_contradiction_060-question-before,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
forced_contradiction,forced_contradiction_060,forced_contradiction_060-question-after,world-fact-polar-cinder-acquisition-status,world-fact-polar-cinder-acquisition-status,1,1,1.0000000000
scope_contamination,scope_contamination_001,scope_contamination_001-question-off-scope-probe,project-convention-test-command,project-ivy-verification-command;project-juniper-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_002,scope_contamination_002-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_003,scope_contamination_003-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_004,scope_contamination_004-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_004,scope_contamination_004-question-workspace-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_005,scope_contamination_005-question-off-scope-probe,project-convention-test-command,project-ember-verification-command;project-forge-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_006,scope_contamination_006-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_007,scope_contamination_007-question-off-scope-probe,project-convention-test-command,workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_008,scope_contamination_008-question-off-scope-probe,project-convention-test-command,project-ember-test-command;workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_008,scope_contamination_008-question-workspace-probe,project-convention-test-command,project-ember-test-command;workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_009,scope_contamination_009-question-off-scope-probe,project-convention-test-command,project-atlas-verification-command;project-beacon-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_010,scope_contamination_010-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_011,scope_contamination_011-question-off-scope-probe,project-convention-test-command,workspace-cedar-delta-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_012,scope_contamination_012-question-off-scope-probe,project-convention-test-command,workspace-granite-harbor-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_012,scope_contamination_012-question-workspace-probe,project-convention-test-command,workspace-granite-harbor-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_013,scope_contamination_013-question-off-scope-probe,project-convention-test-command,project-granite-verification-command;project-harbor-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_014,scope_contamination_014-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_015,scope_contamination_015-question-off-scope-probe,project-convention-test-command,workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_016,scope_contamination_016-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_016,scope_contamination_016-question-workspace-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_017,scope_contamination_017-question-off-scope-probe,project-convention-test-command,project-granite-verification-command;project-harbor-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_018,scope_contamination_018-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_019,scope_contamination_019-question-off-scope-probe,project-convention-test-command,workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_020,scope_contamination_020-question-off-scope-probe,project-convention-test-command,workspace-atlas-beacon-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_020,scope_contamination_020-question-workspace-probe,project-convention-test-command,workspace-atlas-beacon-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_021,scope_contamination_021-question-off-scope-probe,project-convention-test-command,project-convention-project-cedar-verification-command;project-convention-project-delta-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_022,scope_contamination_022-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_023,scope_contamination_023-question-off-scope-probe,project-convention-test-command,workspace-cedar-delta-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_024,scope_contamination_024-question-off-scope-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_024,scope_contamination_024-question-workspace-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_025,scope_contamination_025-question-off-scope-probe,project-convention-test-command,project-ivy-verification-command;project-juniper-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_026,scope_contamination_026-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_027,scope_contamination_027-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_028,scope_contamination_028-question-off-scope-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_028,scope_contamination_028-question-workspace-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_029,scope_contamination_029-question-off-scope-probe,project-convention-test-command,project-atlas-verification-command;project-beacon-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_030,scope_contamination_030-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_031,scope_contamination_031-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_032,scope_contamination_032-question-off-scope-probe,project-convention-test-command,workspace-granite-harbor-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_032,scope_contamination_032-question-workspace-probe,project-convention-test-command,workspace-granite-harbor-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_033,scope_contamination_033-question-off-scope-probe,project-convention-test-command,project-atlas-verification-command;project-beacon-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_034,scope_contamination_034-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_035,scope_contamination_035-question-off-scope-probe,project-convention-test-command,workspace-granite-harbor-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_036,scope_contamination_036-question-off-scope-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_036,scope_contamination_036-question-workspace-probe,project-convention-test-command,project-ivy-test-command;workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_037,scope_contamination_037-question-off-scope-probe,project-convention-test-command,project-convention-project-cedar-verification-command;project-convention-project-delta-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_038,scope_contamination_038-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_039,scope_contamination_039-question-off-scope-probe,project-convention-test-command,workspace-ivy-juniper-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_040,scope_contamination_040-question-off-scope-probe,project-convention-test-command,project-ember-test-command;workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_040,scope_contamination_040-question-workspace-probe,project-convention-test-command,project-ember-test-command;workspace-ember-forge-default-test-command,0,0,0.8888888889
scope_contamination,scope_contamination_041,scope_contamination_041-question-off-scope-probe,project-convention-test-command,project-atlas-verification-command;project-beacon-verification-command,0,0,0.8888888889
scope_contamination,scope_contamination_042,scope_contamination_042-question-off-scope-probe,project-convention-test-command,workspace-wide-test-command-convention,0,1,0.8888888889
scope_contamination,scope_contamination_043,scope_contamination_043-question-off-scope-probe,project-convention-test-command,workspace-ember-forge-default-test-command,0,0,0.8888888889
